id,meter_id,units,voltage,temperature,power_factor,load_kw,frequency_hz,date,hour,day_of_week,is_weekend,voltage_status,voltage_flag,pf_issue,high_temp,load_intensity
456,MTR0000348,1.535,244.45,35.22,0.981,3.285,50.158,2025-02-21 11:09:41.894930,11,4,0,normal,1,0,0,0.46727407222504647
457,MTR0000291,13.814,248.97,22.14,0.954,8.077,49.551,2025-11-11 21:38:47.997309,21,1,0,normal,1,0,0,1.7102863559658834
458,MTR0000513,35.768,210.8,36.19,0.786,1.807,50.482,2025-06-23 18:13:15.107964,18,0,0,normal,1,1,0,19.79402438282024
459,MTR0000833,17.817,210.86,37.96,0.984,0.287,49.616,2025-04-07 18:31:24.767176,18,0,0,normal,1,0,0,62.07797637712972
460,MTR0000492,8.651,227.83,22.93,0.878,5.767,50.072,2025-10-01 11:45:19.099178,11,2,0,normal,1,0,0,1.5000840990391902
461,MTR0000187,27.74,246.61,32.06,0.806,6.893,50.037,2025-09-25 07:45:24.127036,7,3,0,normal,1,1,0,4.0243667135257315
462,MTR0000832,47.203,233.99,38.09,0.811,0.143,50.435,2025-06-25 00:39:55.097282,0,2,0,normal,1,1,0,330.06782742465566
463,MTR0000669,9.283,237.34,31.99,0.914,0.535,49.698,2025-01-24 13:20:21.228352,13,4,0,normal,1,0,0,17.351077549952336
464,MTR0000138,47.294,243.58,23.24,0.935,0.451,49.858,2025-03-13 03:51:59.824665,3,3,0,normal,1,0,0,104.86241990199773
465,MTR0000431,27.741,224.9,23.12,0.893,8.663,49.799,2025-03-28 10:21:11.511566,10,4,0,normal,1,0,0,3.202235712529479
466,MTR0000454,17.011,210.26,21.58,0.958,5.524,50.295,2025-04-15 03:30:30.371630,3,1,0,normal,1,0,0,3.079465822835223
467,MTR0000502,15.376,227.93,38.77,0.953,1.85,50.31,2025-08-23 13:20:36.280778,13,5,1,normal,1,0,0,8.311306425370672
468,MTR0000261,2.217,231.03,24.46,0.956,4.599,49.862,2025-07-01 05:39:51.870876,5,1,0,normal,1,0,0,0.4820602694927822
469,MTR0000703,19.168,224.04,39.47,0.994,1.104,50.15,2025-10-01 11:54:06.252736,11,2,0,normal,1,0,0,17.362161574623414
470,MTR0000270,15.756,244.92,37.5,0.944,5.779,50.343,2025-06-11 21:14:20.697620,21,2,0,normal,1,0,0,2.726418538815472
471,MTR0000776,23.011,224.22,30.85,0.852,1.317,50.117,2025-08-25 19:04:25.352812,19,0,0,normal,1,0,0,17.47215283103393
472,MTR0000767,9.642,216.43,29.5,0.797,4.724,49.55,2025-03-19 01:48:53.050554,1,2,0,normal,1,1,0,2.041062571840449
473,MTR0000843,31.759,243.97,38.26,0.868,3.817,49.632,2024-11-23 22:36:17.575261,22,5,1,normal,1,0,0,8.32038689969374
474,MTR0000221,8.686,243.31,38.53,0.807,5.622,49.907,2025-05-11 18:10:03.541960,18,6,1,normal,1,1,0,1.544999030595819
475,MTR0000027,49.487,221.63,33.95,0.882,0.635,50.345,2025-05-29 21:56:27.734255,21,3,0,normal,1,0,0,77.93105620383932
476,MTR0000258,24.256,233.61,36.67,0.847,3.805,50.336,2025-05-25 08:21:34.249783,8,6,1,normal,1,1,0,6.374753285799511
477,MTR0000069,48.105,233.58,32.09,0.977,4.203,50.068,2025-07-20 10:34:30.583575,10,6,1,normal,1,0,0,11.44536891418293
478,MTR0000392,38.502,232.32,34.35,0.947,1.593,49.878,2025-01-24 21:29:02.444491,21,4,0,normal,1,0,0,24.16933980326552
479,MTR0000407,44.884,224.75,37.83,0.806,9.635,50.105,2025-06-07 16:24:07.488758,16,5,1,normal,1,1,0,4.6584279621920475
480,MTR0000110,26.745,242.65,21.4,0.794,6.762,50.262,2025-10-21 18:55:24.272949,18,1,0,normal,1,1,0,3.9551849228262017
481,MTR0000089,21.44,229.78,35.35,0.836,3.241,49.965,2025-01-03 09:37:08.670472,9,4,0,normal,1,1,0,6.615221798143171
482,MTR0000536,23.645,213.91,31.67,0.983,8.77,50.121,2024-11-22 09:46:37.177386,9,4,0,normal,1,0,0,2.696120072839142
483,MTR0000298,45.462,220.88,33.26,0.976,5.775,49.955,2024-11-24 08:28:46.035672,8,6,1,normal,1,0,0,7.872194160702753
484,MTR0000284,39.921,221.63,24.61,0.999,8.573,50.46,2025-09-09 15:56:50.904450,15,1,0,normal,1,0,0,4.656590858986517
485,MTR0000929,6.978,224.56,32.85,0.929,3.578,49.634,2025-09-04 15:09:32.118014,15,3,0,normal,1,0,0,1.9502460865117761
486,MTR0000723,7.589,245.39,34.34,0.979,2.612,50.098,2024-12-18 09:59:39.070236,9,2,0,normal,1,0,0,2.905425323792788
487,MTR0000128,14.228,246.93,39.89,0.903,5.419,50.286,2025-01-29 16:40:58.988997,16,2,0,normal,1,0,0,2.6255718295408204
488,MTR0000756,20.286,227.19,20.18,0.893,7.105,50.03,2025-06-16 09:37:55.178692,9,0,0,normal,1,0,0,2.85516839525912
489,MTR0000509,35.896,212.79,20.55,0.909,5.139,50.289,2024-12-08 11:20:48.759780,11,6,1,normal,1,0,0,6.98500294803863
490,MTR0000152,49.933,225.95,34.53,0.777,7.73,50.056,2025-03-26 11:29:09.218603,11,2,0,normal,1,1,0,6.45962941833193
491,MTR0000801,28.726,236.54,24.64,0.807,6.594,50.134,2025-09-17 10:08:42.922088,10,2,0,normal,1,1,0,4.356377985474696
492,MTR0000636,42.354,226.31,38.3,0.969,5.422,50.353,2025-06-07 23:09:39.976201,23,5,1,normal,1,0,0,7.811494261353263
493,MTR0000200,26.561,241.18,37.58,0.974,3.963,50.018,2025-08-12 18:26:35.437078,18,1,0,normal,1,0,0,6.702228861395757
494,MTR0000183,8.449,229.88,25.47,0.943,0.919,50.197,2024-12-22 22:30:17.372973,22,6,1,normal,1,0,0,9.193588753114765
495,MTR0000255,22.725,239.85,28.97,0.845,3.915,50.128,2025-07-17 21:23:39.547343,21,3,0,normal,1,1,0,5.8045828746286725
496,MTR0000839,26.648,213.36,31.9,0.98,9.708,49.78,2025-10-15 15:24:32.913651,15,2,0,normal,1,0,0,2.744949788885673
497,MTR0000720,25.155,219.28,25.55,0.846,1.795,50.403,2024-12-21 12:46:09.670638,12,5,1,normal,1,1,0,14.013849505016687
498,MTR0000724,33.508,238.17,30.79,0.785,6.258,50.055,2025-11-11 15:51:54.257387,15,1,0,normal,1,1,0,5.354417778175491
499,MTR0000893,39.517,216.58,20.91,0.778,1.186,49.63,2025-02-27 07:20:08.158178,7,3,0,normal,1,1,0,33.31928061314829
500,MTR0000579,0.225,223.33,23.44,0.933,1.827,50.128,2024-12-14 01:13:15.918290,1,5,1,normal,1,0,0,0.1231520352926366
501,MTR0000593,3.871,233.61,35.09,0.894,9.644,50.436,2025-04-15 06:39:43.667584,6,1,0,normal,1,0,0,0.40138904874632025
502,MTR0000333,17.385,216.15,31.22,0.792,0.734,49.685,2024-11-27 21:46:59.077841,21,2,0,normal,1,1,0,23.684963420116897
503,MTR0000539,17.31,222.26,39.0,0.822,4.192,50.377,2025-04-07 09:42:15.696750,9,0,0,normal,1,1,0,4.129284042738448
504,MTR0000464,44.422,233.3,39.35,0.937,4.842,49.953,2025-09-17 09:04:27.297893,9,2,0,normal,1,0,0,9.17428918981993
505,MTR0000116,31.741,227.55,27.34,0.953,2.18,49.913,2025-03-16 19:06:03.932303,19,6,1,normal,1,0,0,14.56002495401397
506,MTR0000193,37.996,244.47,36.92,0.911,4.811,50.459,2024-12-08 23:10:01.472373,23,6,1,normal,1,0,0,7.897717942802032
507,MTR0000921,16.94,233.39,39.2,0.905,1.046,50.31,2025-04-17 03:47:47.195434,3,3,0,normal,1,0,0,16.19487385397845
508,MTR0000199,10.85,249.8,39.01,0.772,8.545,50.113,2025-04-03 22:18:15.932092,22,3,0,normal,1,1,0,1.2697469049187773
509,MTR0000863,22.026,233.06,39.95,0.814,8.461,49.724,2024-12-17 09:54:35.010028,9,1,0,normal,1,1,0,2.6032353111507964
510,MTR0000358,27.359,240.56,23.88,0.994,0.885,49.885,2025-09-09 17:37:27.907229,17,1,0,normal,1,0,0,30.913774985593385
511,MTR0000754,21.715,231.81,31.01,0.958,9.016,50.396,2025-07-02 16:48:52.615940,16,2,0,normal,1,0,0,2.4084933357438603
512,MTR0000847,13.858,231.41,23.32,0.79,2.678,49.947,2025-07-14 11:08:52.879336,11,0,0,normal,1,1,0,5.174737958409416
513,MTR0000810,35.936,215.01,35.5,0.913,9.739,49.656,2025-11-16 02:08:35.330348,2,6,1,normal,1,0,0,3.6899027724583915
514,MTR0000716,45.15,223.66,39.91,0.786,8.753,50.014,2025-03-27 17:38:30.198708,17,3,0,normal,1,1,0,5.158225570403781
515,MTR0000426,19.433,232.9,34.8,0.888,0.826,49.827,2025-08-09 08:56:37.475264,8,5,1,normal,1,0,0,23.52634955993269
516,MTR0000752,15.231,217.49,29.35,0.975,4.69,49.75,2025-10-01 22:57:40.795364,22,2,0,normal,1,0,0,3.247541050019083
517,MTR0000665,44.966,231.48,39.32,0.982,1.386,49.512,2025-10-30 02:24:17.836133,2,3,0,normal,1,0,0,32.442767368200805
518,MTR0000125,16.881,230.07,25.29,0.886,3.76,49.655,2025-02-26 01:54:34.049794,1,2,0,normal,1,0,0,4.48961571910713
519,MTR0000491,12.754,237.38,39.21,0.983,4.408,50.417,2025-10-21 06:46:15.658620,6,1,0,normal,1,0,0,2.8933691166762325
520,MTR0000700,48.169,248.57,21.72,0.895,9.655,49.924,2025-05-17 14:19:36.234453,14,5,1,normal,1,0,0,4.989016065234526
521,MTR0000458,33.076,214.41,32.47,0.993,2.709,50.193,2025-02-02 07:57:49.132343,7,6,1,normal,1,0,0,12.209626394882262
522,MTR0000184,27.319,235.84,34.89,0.96,9.543,49.66,2025-08-18 16:20:21.494264,16,0,0,normal,1,0,0,2.862723606073975
523,MTR0000552,28.551,248.54,29.43,0.985,6.195,50.013,2025-08-20 20:27:56.217171,20,2,0,normal,1,0,0,4.608709267620229
524,MTR0000773,42.677,248.21,25.91,0.847,3.281,50.48,2024-12-18 22:40:02.120392,22,2,0,normal,1,1,0,13.007275198795492
525,MTR0000909,21.277,214.6,35.8,0.849,5.853,49.652,2025-09-12 23:46:14.752315,23,4,0,normal,1,1,0,3.635223585813112
526,MTR0000589,23.242,239.8,25.15,0.761,8.401,49.961,2025-05-08 13:43:46.825240,13,3,0,normal,1,1,0,2.766572114543371
527,MTR0000386,23.873,246.97,23.26,0.76,0.686,49.933,2025-05-18 17:21:34.666672,17,6,1,normal,1,1,0,34.79978425970467
528,MTR0000011,20.313,249.4,37.79,0.869,7.191,49.667,2025-10-23 00:50:51.882592,0,3,0,normal,1,0,0,2.824777048008555
529,MTR0000521,19.01,210.71,38.83,0.872,5.325,50.418,2025-01-28 05:14:18.119894,5,1,0,normal,1,0,0,3.569946347518597
530,MTR0000134,49.607,222.84,37.83,0.777,4.892,50.174,2025-03-20 09:33:58.967226,9,3,0,normal,1,1,0,10.140412632026509
531,MTR0000982,29.827,212.87,29.49,0.955,3.296,49.716,2025-04-26 10:08:32.765265,10,5,1,normal,1,0,0,9.049426427711081
532,MTR0000282,47.266,235.28,34.7,0.879,5.462,50.184,2025-04-22 19:24:26.773580,19,1,0,normal,1,0,0,8.653590894194629
533,MTR0000469,28.429,221.41,25.1,0.833,8.909,50.407,2025-04-08 22:35:35.013674,22,1,0,normal,1,1,0,3.1910391839272823
534,MTR0000187,18.096,214.52,24.34,0.802,6.749,49.656,2025-04-14 03:49:51.255949,3,0,0,normal,1,1,0,2.6812821436032843
535,MTR0000033,23.307,241.19,26.87,0.811,4.993,49.501,2025-01-16 07:49:33.944086,7,3,0,normal,1,1,0,4.6679257602127775
536,MTR0000985,41.507,243.63,30.98,0.901,6.871,49.519,2025-06-18 01:44:50.973895,1,2,0,normal,1,0,0,6.040887729751521
537,MTR0000302,18.687,210.49,39.04,0.966,9.194,49.741,2025-07-22 21:40:53.790041,21,1,0,normal,1,0,0,2.032518998782903
538,MTR0000250,25.197,210.25,29.94,0.913,1.544,50.202,2025-10-30 03:01:00.351761,3,3,0,normal,1,0,0,16.31919482386772
539,MTR0000708,24.081,216.75,35.04,0.933,3.15,50.158,2025-01-20 00:18:34.101096,0,0,0,normal,1,0,0,7.644737635753537
540,MTR0000732,31.539,214.65,20.59,0.774,5.543,49.907,2025-02-27 07:57:35.788566,7,3,0,normal,1,1,0,5.689868861863862
541,MTR0000358,45.022,225.11,26.29,0.787,8.501,50.134,2025-02-16 21:51:29.436115,21,6,1,normal,1,1,0,5.296076583841215
542,MTR0000925,48.484,239.98,28.83,0.888,4.478,49.87,2024-12-10 08:51:14.743672,8,1,0,normal,1,0,0,10.82713080140509
543,MTR0000823,39.86,235.68,25.64,0.947,4.753,49.623,2025-02-24 11:48:50.687434,11,0,0,normal,1,0,0,8.386264703840304
544,MTR0000990,16.415,236.01,32.43,0.831,9.567,50.356,2025-10-27 12:37:12.765835,12,0,0,normal,1,1,0,1.7157920813294854
545,MTR0000426,45.012,248.75,34.19,0.92,0.154,50.179,2025-07-10 00:36:02.085907,0,3,0,normal,1,0,0,292.26673592623854
546,MTR0000730,26.342,246.72,27.3,0.853,7.46,50.262,2025-02-15 05:25:37.420147,5,5,1,normal,1,0,0,3.531094462339863
547,MTR0000657,17.664,232.93,21.23,0.797,8.162,50.049,2025-09-12 13:23:05.037347,13,4,0,normal,1,1,0,2.1641727956716545
548,MTR0000254,41.303,239.45,24.3,0.893,8.947,50.281,2025-07-14 19:23:52.779721,19,0,0,normal,1,0,0,4.616402574714905
549,MTR0000044,36.462,222.2,39.77,0.795,9.107,49.707,2025-10-20 16:08:56.453992,16,0,0,normal,1,1,0,4.003728995575936
550,MTR0000010,4.599,214.77,22.29,0.885,1.552,50.381,2025-01-06 00:17:20.497128,0,0,0,normal,1,0,0,2.9632541027441834
551,MTR0000263,28.92,245.45,25.21,0.97,2.476,50.415,2025-09-22 13:38:50.440213,13,0,0,normal,1,0,0,11.68008206751992
552,MTR0000551,12.937,236.87,25.71,0.951,2.302,50.207,2025-08-13 17:44:38.781674,17,2,0,normal,1,0,0,5.619871329837837
553,MTR0000560,19.048,219.83,23.61,0.888,5.205,49.634,2025-11-05 23:17:31.314969,23,2,0,normal,1,0,0,3.6595510863571827
554,MTR0000205,12.843,222.24,27.0,0.987,7.319,50.36,2025-07-11 20:41:04.950859,20,4,0,normal,1,0,0,1.7547455188611576
555,MTR0000205,25.058,223.5,20.09,0.771,1.624,50.325,2025-08-11 20:41:13.465996,20,0,0,normal,1,1,0,15.429707945148118
556,MTR0000196,1.076,241.16,33.44,0.798,4.525,50.282,2025-06-26 14:58:25.965570,14,3,0,normal,1,1,0,0.2377895297468956
557,MTR0000292,16.567,242.17,37.54,0.881,2.708,49.516,2025-09-01 03:22:13.834484,3,0,0,normal,1,0,0,6.11777652224327
558,MTR0000946,40.473,246.25,30.62,0.948,1.964,49.593,2025-01-04 02:52:15.457801,2,5,1,normal,1,0,0,20.60732888325416
559,MTR0000041,29.322,245.7,21.66,0.801,6.008,50.337,2024-12-22 08:25:17.990972,8,6,1,normal,1,1,0,4.880484553121583
560,MTR0000050,23.646,242.33,27.1,0.775,3.759,50.267,2025-07-27 14:39:26.074954,14,6,1,normal,1,1,0,6.29048605882932
561,MTR0000278,45.039,233.1,39.24,0.979,2.297,49.745,2024-12-16 08:30:11.394492,8,0,0,normal,1,0,0,19.607663876082384
562,MTR0000518,44.795,229.92,34.69,0.775,2.275,49.724,2025-07-02 02:58:02.153086,2,2,0,normal,1,1,0,19.690023340556746
563,MTR0000081,20.511,216.04,29.23,0.794,5.619,49.988,2025-10-21 07:44:35.892758,7,1,0,normal,1,1,0,3.6502871502275314
564,MTR0000344,39.011,247.2,27.79,0.945,9.966,49.502,2025-01-07 15:18:31.326023,15,1,0,normal,1,0,0,3.9144050628084868
565,MTR0000143,19.102,249.0,31.62,0.907,6.124,50.413,2025-08-30 12:06:03.665490,12,5,1,normal,1,0,0,3.1191980418059413
566,MTR0000056,26.455,231.71,22.55,0.861,3.458,50.121,2025-05-10 15:37:10.386025,15,5,1,normal,1,0,0,7.650353816212213
567,MTR0000396,12.308,211.66,37.84,0.807,7.504,50.145,2024-12-26 05:49:40.507245,5,3,0,normal,1,1,0,1.6401897119007038
568,MTR0000878,18.683,212.2,38.69,0.837,2.97,49.954,2025-07-27 12:24:09.595342,12,6,1,normal,1,1,0,6.290551210265285
569,MTR0000596,31.315,248.48,33.4,0.869,0.773,49.655,2025-06-08 17:02:44.766271,17,6,1,normal,1,0,0,40.51047205081435
570,MTR0000375,3.321,217.1,32.07,0.868,4.762,49.57,2024-12-01 12:40:32.189317,12,6,1,normal,1,0,0,0.6973945875796147
571,MTR0000067,43.985,217.13,23.83,0.812,2.16,50.421,2025-03-27 03:04:52.826833,3,3,0,normal,1,1,0,20.363331651242355
572,MTR0000380,33.439,214.84,39.15,0.901,0.219,50.138,2025-03-08 13:12:38.117773,13,5,1,normal,1,0,0,152.6825259120588
573,MTR0000503,45.182,247.69,35.61,0.994,7.003,50.06,2025-05-16 14:01:38.578935,14,4,0,normal,1,0,0,6.451797155794438
574,MTR0000727,8.894,245.85,28.54,0.882,3.991,49.677,2025-05-20 15:52:17.208141,15,1,0,normal,1,0,0,2.2285085730178578
575,MTR0000159,29.197,230.5,27.73,0.94,2.953,50.143,2025-09-24 22:25:54.513649,22,2,0,normal,1,0,0,9.887199840163088
576,MTR0000537,28.135,221.31,38.51,0.768,4.315,49.78,2025-07-21 01:37:21.306893,1,0,0,normal,1,1,0,6.520262988961787
577,MTR0000261,26.087,228.34,32.32,0.916,5.907,49.678,2024-12-29 05:02:36.955800,5,6,1,normal,1,0,0,4.416278286307286
578,MTR0000740,37.494,234.12,20.35,0.907,6.318,49.519,2025-07-28 11:58:05.061238,11,0,0,normal,1,0,0,5.934463541526526
579,MTR0000153,23.53,213.28,27.4,0.994,7.946,49.898,2025-06-16 04:21:07.505919,4,0,0,normal,1,0,0,2.961234632224224
580,MTR0000620,48.855,234.67,27.77,0.771,6.787,50.259,2025-06-05 11:33:08.147998,11,3,0,normal,1,1,0,7.198309712229686
581,MTR0000736,17.807,214.41,20.99,0.948,8.944,49.88,2025-01-27 10:28:02.157864,10,0,0,normal,1,0,0,1.990941423366029
582,MTR0000957,7.829,221.89,28.89,0.959,0.283,50.331,2025-08-24 23:34:37.093313,23,6,1,normal,1,0,0,27.663333451114802
583,MTR0000359,18.34,212.68,29.35,0.751,7.586,50.293,2025-05-03 16:34:06.087721,16,5,1,normal,1,1,0,2.4176082024674366
584,MTR0000711,46.404,236.81,27.4,0.854,8.893,50.129,2024-12-08 11:23:30.676585,11,6,1,normal,1,0,0,5.218030790474766
585,MTR0000442,35.331,223.73,20.95,0.929,7.449,49.562,2025-04-30 08:20:58.495379,8,2,0,normal,1,0,0,4.743046391399663
586,MTR0000857,20.406,219.03,36.69,0.879,4.341,50.149,2025-09-30 09:47:16.197736,9,1,0,normal,1,0,0,4.700749364779164
587,MTR0000262,7.835,223.25,25.49,0.903,7.198,50.283,2025-05-14 08:14:48.349899,8,2,0,normal,1,0,0,1.088495292448885
588,MTR0000132,16.062,226.58,32.43,0.866,9.862,50.448,2025-11-06 23:40:05.280604,23,3,0,normal,1,0,0,1.6286740735407894
589,MTR0000509,42.312,222.13,23.92,0.961,8.283,49.885,2025-07-29 14:50:57.319927,14,1,0,normal,1,0,0,5.10828792914653
590,MTR0000565,49.299,237.36,27.78,0.902,0.092,50.189,2025-07-01 07:25:27.421757,7,1,0,normal,1,0,0,535.8004564721226
591,MTR0000759,30.589,211.57,27.82,0.974,4.113,50.098,2025-04-19 04:44:19.237612,4,5,1,normal,1,0,0,7.437132416405503
592,MTR0000850,11.167,226.2,36.45,0.912,3.28,50.202,2025-03-21 04:57:56.173388,4,4,0,normal,1,0,0,3.4045627909671006
593,MTR0000045,29.396,212.74,25.01,0.993,8.288,50.446,2025-01-10 23:07:48.659941,23,4,0,normal,1,0,0,3.5468103923619783
594,MTR0000731,12.383,223.7,28.3,0.805,0.509,50.397,2025-10-04 06:11:20.964620,6,5,1,normal,1,1,0,24.327616353313296
595,MTR0000994,7.156,211.05,21.37,0.926,3.386,49.608,2025-03-02 18:36:50.521872,18,6,1,normal,1,0,0,2.1134019096222394
596,MTR0000146,7.246,214.05,20.63,0.82,6.9,50.083,2025-07-09 19:15:46.064365,19,2,0,normal,1,1,0,1.0501434055892673
597,MTR0000921,18.972,239.98,23.63,0.922,9.739,50.124,2025-01-04 00:45:07.253071,0,5,1,normal,1,0,0,1.948041946768717
598,MTR0000615,21.362,224.19,32.06,0.783,5.005,50.303,2025-01-21 08:24:01.863743,8,1,0,normal,1,1,0,4.268123340412906
599,MTR0000313,13.045,220.7,34.57,0.873,2.761,49.588,2025-07-30 11:40:29.122577,11,2,0,normal,1,0,0,4.724720301628752
600,MTR0000899,28.974,215.02,29.37,0.954,6.923,49.588,2025-03-19 18:01:18.977310,18,2,0,normal,1,0,0,4.1851737900133035
601,MTR0000027,12.455,221.91,28.6,0.897,2.62,49.98,2025-09-10 01:06:47.392768,1,2,0,normal,1,0,0,4.753798649623475
602,MTR0000375,42.532,225.52,27.7,0.753,4.183,49.652,2025-03-24 06:23:30.476316,6,0,0,normal,1,1,0,10.167797829792423
603,MTR0000317,2.858,224.61,21.23,0.93,2.667,49.988,2025-09-11 17:16:32.457272,17,3,0,normal,1,0,0,1.0716120299511438
604,MTR0000638,1.491,243.72,25.05,0.97,5.451,49.589,2025-10-01 22:18:38.615616,22,2,0,normal,1,0,0,0.2735272912726266
605,MTR0000819,36.419,225.29,20.42,0.763,9.249,50.357,2025-05-28 11:27:21.234265,11,2,0,normal,1,1,0,3.937610619947432
606,MTR0000793,35.414,227.72,36.59,0.927,5.02,49.986,2025-11-02 03:16:22.066887,3,6,1,normal,1,0,0,7.054567620383228
607,MTR0000776,37.395,224.3,35.11,0.98,2.215,49.781,2025-04-13 19:20:19.103659,19,6,1,normal,1,0,0,16.88254229100546
608,MTR0000665,13.816,247.35,30.81,0.831,6.507,49.558,2025-04-14 16:36:02.905510,16,0,0,normal,1,1,0,2.123248619565669
609,MTR0000441,29.787,225.65,21.12,0.843,9.441,50.094,2025-07-11 08:29:06.478998,8,4,0,normal,1,1,0,3.155064977158164
610,MTR0000928,29.067,226.99,28.24,0.953,4.677,49.786,2025-08-01 22:53:03.735969,22,4,0,normal,1,0,0,6.214868046037961
611,MTR0000180,24.656,226.25,39.33,0.939,2.621,50.139,2025-03-15 14:35:47.083878,14,5,1,normal,1,0,0,9.407060636930037
612,MTR0000467,43.6,249.65,28.87,0.979,5.665,49.885,2025-06-10 05:55:48.625768,5,1,0,normal,1,0,0,7.696367702793111
613,MTR0000152,15.074,247.48,33.96,0.963,3.831,50.181,2025-09-28 09:30:14.094086,9,6,1,normal,1,0,0,3.934732616203038
614,MTR0000640,0.637,213.49,33.99,0.945,5.836,50.072,2025-02-15 21:24:01.818018,21,5,1,normal,1,0,0,0.1091499157815014
615,MTR0000312,26.055,226.91,37.45,0.867,4.735,49.988,2025-01-06 10:19:46.557895,10,0,0,normal,1,0,0,5.502628294343624
616,MTR0000491,5.893,231.61,35.89,0.857,0.523,49.668,2024-11-23 20:21:44.355216,20,5,1,normal,1,0,0,11.267470985258408
617,MTR0000045,30.726,214.52,32.76,0.957,3.846,49.941,2025-09-24 01:30:50.900834,1,2,0,normal,1,0,0,7.989058790798775
618,MTR0000670,23.455,227.41,31.85,0.784,1.051,50.268,2025-01-30 07:31:48.510002,7,3,0,normal,1,1,0,22.31662876661497
619,MTR0000474,23.648,212.77,24.35,0.826,6.911,49.755,2025-08-27 23:25:21.747353,23,2,0,normal,1,1,0,3.4217863959102943
620,MTR0000373,1.065,213.81,23.69,0.776,8.9,49.826,2024-11-20 05:14:17.511472,5,2,0,normal,1,1,0,0.11966278689574505
621,MTR0000800,20.688,215.11,39.62,0.953,6.154,49.559,2025-06-12 04:00:06.030771,4,3,0,normal,1,0,0,3.361710494458085
622,MTR0000563,19.728,211.87,21.06,0.911,4.937,50.35,2025-08-25 21:11:10.182165,21,0,0,normal,1,0,0,3.9959408629919735
623,MTR0000088,17.496,244.4,20.72,0.918,7.497,50.272,2025-11-04 11:19:23.849320,11,1,0,normal,1,0,0,2.3337303805116973
624,MTR0000861,43.965,229.19,35.49,0.754,7.211,49.799,2025-05-09 23:59:59.305387,23,4,0,normal,1,1,0,6.096926782794644
625,MTR0000827,36.066,236.79,24.49,0.787,7.379,50.391,2025-03-23 05:17:43.470147,5,6,1,normal,1,1,0,4.887647529953206
626,MTR0000333,36.074,222.25,38.64,0.767,0.127,50.15,2025-06-27 07:43:41.028823,7,4,0,normal,1,1,0,284.02487993071406
627,MTR0000897,5.555,211.98,21.91,0.779,9.644,50.295,2025-11-17 08:07:31.359636,8,0,0,normal,1,1,0,0.5760052094512552
628,MTR0000084,9.926,224.77,22.75,0.847,1.348,49.993,2025-11-10 07:23:38.534301,7,0,0,normal,1,1,0,7.363446858702828
629,MTR0000228,14.777,218.67,35.21,0.823,7.212,50.476,2025-05-22 01:08:10.704687,1,3,0,normal,1,1,0,2.04894335975685
630,MTR0000570,48.363,237.22,36.63,0.811,5.122,49.553,2025-05-23 18:59:41.596422,18,4,0,normal,1,1,0,9.442191639610233
631,MTR0000325,11.532,233.8,24.53,0.967,1.213,49.725,2025-10-08 13:36:55.815232,13,2,0,normal,1,0,0,9.506929044278282
632,MTR0000241,21.537,226.29,21.29,0.846,4.612,49.753,2025-01-05 03:26:37.757208,3,6,1,normal,1,1,0,4.6697643760529575
633,MTR0000617,41.322,244.06,29.32,0.898,4.375,49.593,2025-08-18 00:25:30.049243,0,0,0,normal,1,0,0,9.445006982841184
634,MTR0000224,15.526,210.77,33.39,0.944,8.789,49.637,2025-03-13 04:59:24.859667,4,3,0,normal,1,0,0,1.7665243298164413
635,MTR0000564,21.124,213.65,38.58,0.826,3.881,49.73,2025-10-29 06:59:33.709614,6,2,0,normal,1,1,0,5.442913056137448
636,MTR0000061,49.902,218.49,31.41,0.762,7.759,49.564,2025-01-11 03:37:01.259842,3,5,1,normal,1,1,0,6.431490615426453
637,MTR0000439,14.478,243.15,27.38,0.954,0.153,49.963,2025-07-05 13:21:58.203641,13,5,1,normal,1,0,0,94.6212665838834
638,MTR0000123,38.921,217.09,22.76,0.935,1.902,49.874,2024-11-28 10:45:27.204948,10,3,0,normal,1,0,0,20.463089047901956
639,MTR0000716,49.244,245.05,38.69,0.887,8.179,50.174,2025-11-16 02:45:01.694541,2,6,1,normal,1,0,0,6.020777575770173
640,MTR0000470,17.424,245.8,30.51,0.871,7.977,49.765,2025-04-22 11:01:33.512406,11,1,0,normal,1,0,0,2.184277066219047
641,MTR0000437,8.634,239.88,26.04,0.908,4.402,50.499,2025-05-08 17:03:12.026156,17,3,0,normal,1,0,0,1.9613767347189126
642,MTR0000432,48.097,244.51,27.31,0.789,7.919,49.623,2025-03-01 21:45:02.113758,21,5,1,normal,1,1,0,6.0736127369456545
643,MTR0000147,24.478,224.1,32.87,0.864,1.756,50.126,2025-07-18 04:09:13.603287,4,4,0,normal,1,0,0,13.939556152869288
644,MTR0000431,23.576,217.76,26.8,0.966,7.882,50.235,2025-07-08 20:29:19.353809,20,1,0,normal,1,0,0,2.9911152104602765
645,MTR0000977,11.138,246.35,29.27,0.907,9.23,49.967,2025-06-19 02:32:09.179854,2,3,0,normal,1,0,0,1.2067159190510086
646,MTR0000650,13.341,237.56,37.26,0.82,7.22,50.129,2025-08-08 23:06:55.027117,23,4,0,normal,1,1,0,1.8477813742640246
647,MTR0000756,20.576,213.08,29.03,0.85,5.788,49.706,2025-09-27 11:40:10.226302,11,5,1,normal,1,0,0,3.5549351158688394
